"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-15","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-16","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-17","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-18","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-19","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-20","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-21","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-22","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-23","0.20",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-24","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-25","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-26","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-27","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-28","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-29","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-30","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03-31","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-01","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-02","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-03","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-04","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-05","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-06","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-07","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-08","0.07",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-09","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-10","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-11","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-12","0.02",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-13","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-14","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-15","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-16","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-17","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-18","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-19","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-20","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-21","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-22","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-23","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-24","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-25","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-26","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-27","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-28","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-29","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04-30","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-01","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-02","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-03","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-04","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-05","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-06","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-07","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-08","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-09","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-10","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-11","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-12","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-13","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-14","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-15","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-16","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-17","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-18","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-19","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-20","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-21","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-22","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-23","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-24","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-25","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-26","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-27","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-28","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-29","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-30","0.07",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05-31","0.14",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-01","0.01",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-02","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-03","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-04","0.02",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-05","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-06","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-07","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-08","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-09","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-10","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-11","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-12","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-13","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-14","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-15","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-16","0.07",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-17","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-18","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-19","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-23","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-24","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-25","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-26","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-27","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-28","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-29","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06-30","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-01","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-02","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-03","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-04","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-05","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-06","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-07","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-08","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-09","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-10","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-11","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-12","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-13","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-14","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-15","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-16","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-17","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-18","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-19","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-20","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-21","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-22","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-23","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-24","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-25","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-26","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-27","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-28","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-29","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-30","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07-31","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-01","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-02","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-03","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-04","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-05","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-06","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-07","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-08","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-09","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-10","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-11","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-12","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-13","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-14","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-15","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-16","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-17","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-18","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-19","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-20","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-21","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-22","0.01",",,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-23","0.00","T,,N",,
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-24","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-25","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-26","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-27","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-28","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-29","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-30","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08-31","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-01","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-02","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-03","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-04","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-05","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-06","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-07","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-08","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-09","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-10","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-11","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-12","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-13","0.01",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-14","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-15","0.00",",,N","0.0",",,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09-16","0.00",",,N","0.0",",,N"
