"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-04","0.0","5,,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-05","0.0","3,,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-06","0.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-07","1.3",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-08","0.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-09","0.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-10","1.8","4,,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-11","12.2","2,,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2013-12","8.3",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-01","0.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-02","30.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-03","36.8",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-04","10.9",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-05","0.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-06","0.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-07","8.6",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-08","3.8",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-09","6.9",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-10","0.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-11","3.8",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2014-12","91.8",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-01","23.4",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-02","7.7",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-03","28.4",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-04","2.5",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-05","29.6",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-06","0.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-07","41.1",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-08","0.0","1,,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-09","30.0",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-10","21.1",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-11","45.1",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2015-12","15.1",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2016-01","50.4",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2016-02","11.2",",,,N"
"US1CASD0015","LA JOLLA 2.5SE, CA US","32.8254","-117.2397","154.8","2016-03","22.4",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2009-11","0.0","3,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2010-01","140.8","3,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2010-02","78.0",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2010-03","9.7",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2010-04","40.4",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2010-05","0.3",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2010-09","0.0",",T,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2010-11","26.2",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2011-01","25.9",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2011-02","60.2","2,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2011-03","13.9","4,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2011-05","15.7",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2011-07","0.0","2,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2011-08","0.0",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2011-09","2.0",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2011-11","80.6",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2012-01","9.1","2,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2012-02","27.0",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2012-09","0.0",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2012-10","10.2","5,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2012-11","0.5","4,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2013-02","8.0","3,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2013-03","0.0","4,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2013-04","2.5",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2013-05","13.7","2,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2013-06","0.0",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2013-10","12.5",",,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2013-11","0.0","5,T,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2014-01","0.0","1,T,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2014-02","12.5","4,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2014-03","0.0","5,T,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2014-04","5.9","3,,,N"
"US1CASD0037","LA JOLLA 2.2 NE, CA US","32.8705","-117.2477","113.1","2014-05","0.0",",T,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-03","6.1",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-04","2.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-05","5.4",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-06","2.6","3,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-07","0.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-08","0.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-09","1.1",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-10","1.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-11","8.7",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2009-12","80.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-01","133.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-02","58.4","2,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-03","15.8",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-04","49.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-05","1.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-06","2.1",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-07","2.9",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-08","0.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-09","1.3","4,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-10","64.1",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-11","24.7",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2010-12","169.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-01","21.9",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-02","40.6","2,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-03","16.6","2,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-04","7.7",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-05","18.9","2,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-06","2.4",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-07","0.0",",T,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-08","0.0",",T,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-09","1.1","2,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-10","14.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-11","82.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2011-12","30.8",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-01","14.2",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-02","39.7","2,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-03","32.8",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-04","40.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-05","0.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-06","1.4",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-07","0.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-08","1.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-09","1.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-10","33.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-11","8.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2012-12","83.5","4,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-01","37.4",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-02","12.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-03","30.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-04","4.7",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-05","13.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-06","0.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-07","1.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-08","0.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-09","0.0",",T,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-10","9.2",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-11","2.2","2,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2013-12","7.9",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-01","1.8",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-02","26.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-03","46.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-04","13.7",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-05","0.0",",T,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-06","0.0",",T,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-07","8.9",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-08","5.1",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-09","13.7",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-10","0.0",",T,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-11","14.7",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2014-12","80.3","1,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-01","12.8","1,,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-02","9.8",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-03","26.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-04","4.1",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-05","32.1",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-06","1.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-07","35.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-08","1.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-09","27.2",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-10","26.3",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-11","51.4",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2015-12","30.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-01","84.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-02","11.5",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-03","27.8",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-04","14.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-05","26.2",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-06","0.6",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-07","0.0",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-08","0.8",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-09","11.9",",,,N"
"US1CASD0030","LA JOLLA 2.1 SE, CA US","32.8257","-117.2501","149.7","2016-10","3.9",",,,N"
